0	9692241	307759	101.515	23675.9	2471.2	
-0.01	9738771	261229	100.606	22523.7	2221.9	
-0.1	9943203	56797	69.0045	9856.87	1019.18	
0	9688665	311335	92.6907	24598.4	1118.33	
-0.01	9734472	265528	92.9665	23523	1030.63	
-0.1	9944429	55571	65.2759	10522	460.04	
0	9737336	262664	94.0378	19645.6	1068.46	
-0.01	9783143	216857	92.6285	18308.6	962.31	
-0.1	9957123	42877	61.6056	6525.22	455.03	
0	9729912	270088	93.2219	20337.3	903.4	
-0.01	9774936	225064	93.31	19087.3	829.7	
-0.1	9955209	44791	62.4095	6964.31	386.18	
0	9747632	252368	90.1872	18965.6	930.93	
-0.01	9791837	208163	89.1439	17633	844.74	
-0.1	9960354	39646	58.7424	5951.76	403.81	
0	9750003	249997	90.4363	18643.1	877.28	
-0.01	9795687	204313	90.4222	17254.8	799.79	
-0.1	9961013	38987	59.1267	5782.79	418.07	
0	9758299	241701	86.7613	17806.3	919.35	
-0.01	9803704	196296	86.9655	16502.4	861.95	
-0.1	9963596	36404	56.333	5229.84	402.2	
0	9757629	242371	86.9494	17957.5	744.69	
-0.01	9803406	196594	86.4131	16665.2	672.77	
-0.1	9963799	36201	56.4832	5365.51	317.32	
0	9761142	238858	87.8526	17843.9	622.34	
-0.01	9806596	193404	87.1252	16536	564.28	
-0.1	9963140	36860	56.8835	5720.66	269.77	
0	9763743	236257	86.8299	17639.7	472.04	
-0.01	9809907	190093	86.1036	16334.7	425.49	
-0.1	9964518	35482	56.4308	5572.88	199.61	
0	9769877	230123	82.4582	17116	749.3	
-0.01	9815296	184704	81.3201	15794.1	688.85	
-0.1	9967295	32705	53.1468	4734.69	330.51	
0	9755654	244346	87.044	18335.6	805.2	
-0.01	9801128	198872	85.7208	17032.4	746.82	
-0.1	9963155	36845	56.0488	5909.04	347.87	
0	9764356	235644	83.4518	17580.6	463.16	
-0.01	9809719	190281	82.7884	16203.2	413.13	
-0.1	9966317	33683	54.1	4951.04	190.77	
0	9788644	211356	76.192	15526.2	676.97	
-0.01	9833824	166176	76.0127	14201.4	621.54	
-0.1	9971936	28064	49.487	3724.75	304.45	
0	9784983	215017	76.037	15912.9	409.28	
-0.01	9830780	169220	76.0651	14415.7	371.05	
-0.1	9971474	28526	49.4041	3888.12	174.77	
0	9789757	210243	76.2311	15514.3	1457.6	
-0.01	9833531	166469	75.4111	14047.4	1302.84	
-0.1	9971769	28231	49.356	3777.29	642.54	
0	9789436	210564	77.2258	15508.6	380.88	
-0.01	9833722	166278	76.9917	14086.5	346.01	
-0.1	9971609	28391	50.3715	3856.19	171.32	
0	9791483	208517	76.3503	15367.7	733.68	
-0.01	9836740	163260	76.222	13954.8	665.17	
-0.1	9972462	27538	49.2516	3737.88	325.66	
0	9798463	201537	72.6971	14871.3	587.14	
-0.01	9842622	157378	72.3502	13481.9	534.85	
-0.1	9974327	25673	47.1763	3396.63	265.6	
0	9791261	208739	73.8963	15466.4	784.32	
-0.01	9835848	164152	74.1269	14066.1	716.52	
-0.1	9972895	27105	47.842	3718.77	344	
0	9799566	200434	71.5946	14787.5	791.36	
-0.01	9844089	155911	70.9029	13421.5	712.71	
-0.1	9975092	24908	46.5375	3381.06	357.92	
0	9802453	197547	69.9579	14573.3	715.59	
