0	4899952	100048	62.1645	15304	328.21	
-0.01	4922521	77479	61.8493	14108.4	299.62	
-0.1	4988195	11805	40.6252	4418.37	145.78	
0	4906409	93591	57.9123	14026.9	297.87	
-0.01	4929374	70626	57.4856	12856.7	269.58	
-0.1	4990059	9941	37.3782	3125.18	133.68	
0	4907688	92312	55.9417	14024.9	206.8	
-0.01	4929730	70270	56.2567	12686.1	188.32	
-0.1	4990105	9895	36.4477	3069.15	93.48	
0	4914308	85692	51.1011	12959.9	252.95	
-0.01	4935654	64346	50.2898	11623.9	227.91	
-0.1	4991831	8169	32.983	2266.86	116.04	
0	4916778	83222	48.6669	12571.2	232.89	
-0.01	4938511	61489	48.449	11273.5	212.98	
-0.1	4992492	7508	31.9066	2000.42	111.86	
0	4918943	81057	47.1184	12289.9	145.01	
-0.01	4939969	60031	47.1035	11124	132.35	
-0.1	4992712	7288	30.7872	1904.93	68.77	
0	4919639	80361	46.5879	12239.8	224.38	
-0.01	4941032	58968	46.0726	10890.2	201.73	
-0.1	4992976	7024	30.9214	1913.19	109.52	
0	4920606	79394	45.9932	12197.3	155.23	
-0.01	4941653	58347	45.4583	10937.3	140.43	
-0.1	4993035	6965	30.1075	1836.07	75.75	
0	4921343	78657	45.3552	12067.5	215.23	
-0.01	4942171	57829	44.9403	10823.2	197.32	
-0.1	4993336	6664	30.0062	1772.12	105.64	
0	4921954	78046	44.8692	11962	169.58	
-0.01	4943301	56699	44.2237	10682.3	130.62	
-0.1	4993405	6595	29.7642	1676.03	68.72	
0	4922842	77158	44.3562	11866.6	211.88	
-0.01	4943753	56247	43.6975	10682.2	190.98	
-0.1	4993503	6497	29.4837	1669.55	104.25	
0	4922886	77114	43.4524	11826	145.08	
-0.01	4944517	55483	43.4002	10618.3	149.25	
-0.1	4993632	6368	29.2703	1631.51	80.93	
0	4922989	77011	43.2338	11777.9	137.98	
-0.01	4944411	55589	42.511	10578.7	126.47	
-0.1	4993740	6260	29.0901	1528.31	64.21	
0	4923787	76213	42.6023	11738.8	202.99	
-0.01	4944836	55164	42.7528	10509	186.27	
-0.1	4993703	6297	28.9738	1574.16	102.32	
0	4924878	75122	42.6418	11689.4	212.46	
-0.01	4945589	54411	42.2312	10428.5	194.88	
-0.1	4993975	6025	28.5944	1531.18	108.05	
0	4924787	75213	42.4289	11605.2	152.69	
-0.01	4946076	53924	41.7922	10472.7	147.67	
-0.1	4994069	5931	28.6752	1526.66	83.51	
0	4924933	75067	42.2964	11549.5	192.97	
-0.01	4946461	53539	41.803	10400.8	176.86	
-0.1	4994090	5910	28.4476	1485.44	97.83	
0	4925446	74554	41.9693	11597.1	147.07	
-0.01	4946280	53720	41.5058	10376.7	129.2	
-0.1	4994154	5846	28.2535	1442.55	73.92	
0	4925115	74885	41.8969	11532.9	202.8	
-0.01	4946369	53631	41.6085	10367.1	187.02	
-0.1	4993972	6028	28.4242	1457.5	105.23	
0	4925933	74067	41.6696	11567	196.15	
-0.01	4946949	53051	41.4521	10358.9	179.15	
-0.1	4994182	5818	28.416	1442.94	100.28	
0	4925901	74099	41.7564	11529	192.35	
