0	9692304	307696	101.675	23709.2	2572.42	
-0.01	9735878	264122	101.771	22478.8	2394.29	
-0.1	9938616	61384	69.1219	9496.48	1067.18	
0	9688274	311726	92.6732	24514.2	1176.84	
-0.01	9733016	266984	93.7539	23411.1	1080.25	
-0.1	9940006	59994	64.7842	10104.7	467.47	
0	9737682	262318	93.457	19619.2	1104.31	
-0.01	9781378	218622	93.1266	18213.2	1010.53	
-0.1	9953584	46416	61.3074	6278.76	464.98	
0	9729714	270286	93.8324	20341	960.76	
-0.01	9774596	225404	94.1491	18996	856.54	
-0.1	9951558	48442	62.0831	6720.73	403.67	
0	9746979	253021	90.4031	18924.9	1012.83	
-0.01	9790468	209532	89.5585	17601.7	914.38	
-0.1	9957124	42876	59.1009	5881.41	426.43	
0	9749162	250838	90.3517	18609.2	1023.58	
-0.01	9793301	206699	90.1174	17161.7	932.65	
-0.1	9957562	42438	59.3933	5620.89	426.5	
0	9759279	240721	86.886	17910.5	973.85	
-0.01	9803305	196695	86.8845	16422.8	889.27	
-0.1	9960871	39129	56.784	5121.57	417.99	
0	9756935	243065	87.2889	17997.3	766.74	
-0.01	9801477	198523	86.1659	16560.8	696.32	
-0.1	9960488	39512	56.2273	5237.36	324.41	
0	9761310	238690	87.9127	17818.6	628.86	
-0.01	9805536	194464	87.7525	16480.4	574.11	
-0.1	9960433	39567	57.044	5527.03	271.61	
0	9764562	235438	86.2283	17597.6	456.72	
-0.01	9808767	191233	86.8261	16233.4	422.76	
-0.1	9961748	38252	56.1846	5449.54	200.66	
0	9770175	229825	81.5023	17137.8	794.67	
-0.01	9812919	187081	81.0104	15740.5	712.04	
-0.1	9965148	34852	53.4877	4642.4	338.76	
0	9756430	243570	86.482	18385.9	853.63	
-0.01	9799795	200205	86.8492	17021	778.28	
-0.1	9960150	39850	56.0991	5730.09	329.07	
0	9764068	235932	82.8907	17550.1	450.38	
-0.01	9807504	192496	82.5967	16185.8	409.7	
-0.1	9963621	36379	54.2206	4841.31	202.65	
0	9788494	211506	76.3073	15509	717.37	
-0.01	9832735	167265	76.0924	14058.5	646.1	
-0.1	9969793	30207	49.7695	3677.18	314.06	
0	9784736	215264	76.015	15855.6	394.89	
-0.01	9829138	170862	75.506	14442.9	359.46	
-0.1	9969293	30707	49.8625	3819.04	173.98	
0	9788816	211184	76.344	15519.3	1500.27	
-0.01	9833297	166703	75.669	14103.6	1344.68	
-0.1	9969820	30180	49.5919	3675.57	656.97	
0	9788290	211710	77.2113	15530	389.79	
-0.01	9831642	168358	77.1308	14084.7	349.05	
-0.1	9969705	30295	50.3689	3756.31	170.98	
0	9791735	208265	76.2244	15349.9	757.58	
-0.01	9835516	164484	76.1597	13904.9	690.77	
-0.1	9970249	29751	49.7961	3629.63	319.26	
0	9798355	201645	72.3468	14866.9	618.76	
-0.01	9841651	158349	71.9608	13417.2	545.54	
-0.1	9972653	27347	47.3614	3313.45	258.68	
0	9791029	208971	74.3208	15449.6	815.08	
-0.01	9834610	165390	73.7546	14056.1	732.67	
-0.1	9971039	28961	47.937	3626.88	351.87	
0	9799212	200788	71.7101	14784.6	838.01	
-0.01	9842916	157084	71.6372	13370.5	752.56	
-0.1	9972981	27019	46.5807	3296.94	367.26	
0	9802860	197140	69.9612	14588.7	777.96	
-0.01	9845845	154155	69.5378	13134.6	697.92	
-0.1	9974420	25580	45.677	3099.13	341.94	
0	9799671	200329	70.8418	14751.4	747.08	
-0.01	9844049	155951	70.6559	13340.9	661.51	
-0.1	9973592	26408	46.3808	3159.68	330.54	
0	9800148	199852	70.2991	14802	791.89	
-0.01	9844387	155613	69.944	13348.9	708.16	
-0.1	9973595	26405	45.5974	3218.41	344.45	
0	9809164	190836	66.9688	14111.4	555.88	
-0.01	9852905	147095	66.9553	12665.9	504.38	
-0.1	9976163	23837	44.1517	2837.74	249.24	
0	9808457	191543	66.7666	14171.5	345.03	
-0.01	9851813	148187	66.3179	12783.3	310.56	
-0.1	9975778	24222	43.7957	2861.16	153.67	
0	9809351	190649	66.4129	14021.9	347.77	
-0.01	9852700	147300	66.1627	12673.2	305.67	
-0.1	9976441	23559	43.473	2818.95	153.33	
0	9813157	186843	65.1623	13896.3	452.4	
-0.01	9856241	143759	64.6632	12384.7	407.41	
-0.1	9977210	22790	42.695	2755.7	206.46	
0	9810563	189437	66.4455	14073.6	711.46	
-0.01	9853562	146438	66.0989	12636.2	630.68	
-0.1	9976582	23418	43.4928	2890.29	313.31	
0	9813118	186882	64.1986	13858.6	679.6	
-0.01	9856743	143257	64.176	12450.8	612.31	
-0.1	9977469	22531	42.2522	2680.17	300	
0	9811925	188075	64.514	13960.8	333.95	
-0.01	9855081	144919	64.3043	12488.5	299.64	
-0.1	9977101	22899	42.0925	2768.42	147.46	
0	9813783	186217	63.7406	13762	434.64	
-0.01	9857617	142383	63.2861	12372.3	383.51	
-0.1	9977795	22205	41.7916	2678.5	199.64	
0	9817881	182119	63.1235	13523.6	799.85	
-0.01	9859926	140074	62.7495	12146.7	734.14	
-0.1	9978029	21971	41.5055	2561.54	356.09	
0	9814520	185480	63.6571	13774.2	334.59	
-0.01	9858556	141444	63.137	12276.9	290.69	
-0.1	9978094	21906	41.6219	2604.39	145.51	
0	9817579	182421	62.0189	13580	602.92	
-0.01	9860354	139646	62.1795	12213.8	550.46	
-0.1	9978536	21464	40.6014	2519.49	271.16	
0	9817853	182147	62.1806	13583	638.92	
-0.01	9860306	139694	61.3476	12130.6	572.19	
-0.1	9978497	21503	40.558	2497.13	283.12	
0	9818735	181265	61.4944	13479.6	657.29	
-0.01	9862451	137549	60.7449	12063.4	581.34	
-0.1	9979189	20811	40.3383	2486.93	287.04	
0	9814552	185448	61.8494	13826.9	730.98	
-0.01	9858438	141562	61.7786	12423.4	645.72	
-0.1	9978127	21873	40.5053	2598.39	304.94	
0	9819540	180460	61.1216	13436.1	660.21	
-0.01	9861955	138045	60.5338	12054.2	589.71	
-0.1	9978989	21011	39.9064	2445.12	291.45	
0	9821242	178758	59.6727	13337.5	643.64	
-0.01	9865242	134758	59.5796	11871	576.76	
-0.1	9979767	20233	39.4623	2366.99	286.13	
0	9821963	178037	59.3382	13295.4	621.5	
-0.01	9865137	134863	59.1037	11893.8	569.45	
-0.1	9979906	20094	39.265	2315.54	287.27	
0	9822169	177831	59.3692	13269.4	638.32	
-0.01	9865584	134416	59.0677	11840.5	571.68	
-0.1	9979944	20056	39.0973	2368.94	281.98	
0	9824443	175557	58.6086	13124.6	612.32	
-0.01	9868264	131736	58.646	11645.5	548.19	
-0.1	9980587	19413	38.5515	2243.28	277.44	
0	9825217	174783	58.4151	13087.6	626.94	
-0.01	9867681	132319	57.7859	11765.2	557.02	
-0.1	9980871	19129	38.4096	2273.42	273.25	
0	9825966	174034	57.8386	12995.5	618.69	
-0.01	9868085	131915	57.6354	11646.8	555.95	
-0.1	9980948	19052	38.2805	2219.94	277.23	
0	9824576	175424	58.1491	13103.6	304.64	
-0.01	9868686	131314	57.9722	11631	262.69	
-0.1	9980732	19268	38.3637	2195.41	129.91	
0	9826867	173133	57.2403	12985.8	466.6	
-0.01	9869516	130484	57.2836	11561.2	405.51	
-0.1	9981211	18789	38.075	2214.21	202.07	
0	9827546	172454	57.1842	12928.9	483.11	
